Record_ID,Device_ID,Location,Timestamp_UTC,Soil_Moisture_Percent,Soil_pH_Level,Soil_Temperature_DS18B20_C,Air_Temperature_DHT22_C,Air_Humidity_DHT22_Percent,Sunlight_LDR_ADC_12bit,Air_Quality_MQ135_ppm,Soil_Nitrogen_mg_per_kg,Data_Quality_Flag
527,ESP32-FARM-01,Ideal_Growth_Field,22-01-2026 22:00,54.29,6.66,21.56,20.24,73.66,17,194.22,69.19,Valid
528,ESP32-FARM-01,Ideal_Growth_Field,22-01-2026 23:00,52.89,6.59,21.84,20.2,75.39,11,194.11,67.18,Valid
529,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 00:00,51.76,6.63,22.21,19.54,74.07,11,193.58,71.08,Valid
530,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 01:00,51.93,6.7,22.22,20.94,75.22,3,191.63,67.52,Valid
531,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 02:00,52.93,6.65,22.09,20.19,74.92,3,195.3,69.67,Valid
532,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 03:00,52.88,6.65,21.66,20.88,75.22,22,198.73,66.6,Valid
533,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 04:00,53.96,6.61,22.26,20.06,74.77,3,193.11,66.09,Valid
534,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 05:00,53.26,6.65,22.09,23.45,71.52,150,199.97,65.55,Valid
535,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 06:00,54.08,6.71,23.79,24.66,69.75,845,198.9,66.87,Valid
536,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 07:00,53.81,6.69,24.05,27.39,67,1648,205.05,69.55,Valid
537,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 08:00,54.72,6.63,26.18,28.61,65.53,2369,207.76,69.31,Valid
538,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 09:00,55.61,6.65,26.59,30.22,61.72,2970,211.71,69.26,Valid
539,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 10:00,53.71,6.67,27.59,31.31,59.08,3423,218.89,68.32,Valid
540,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 11:00,55.49,6.66,27.74,31.5,57.1,3704,221.85,66.78,Valid
541,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 12:00,54.29,6.7,28,32.13,57.38,3800,215.92,68.09,Valid
542,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 13:00,55.15,6.61,28.06,31.69,57.36,3704,218.29,70.75,Valid
543,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 14:00,55.06,6.64,27.73,30.39,55,3423,220.67,64.81,Valid
544,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 15:00,55.85,6.62,26.43,29.75,61.5,2970,213.21,67.8,Valid
545,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 16:00,55.65,6.71,25.56,28.69,65.24,2369,212.44,68.23,Valid
546,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 17:00,54.47,6.69,24.68,26.57,68.66,1648,203.95,67.11,Valid
547,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 18:00,56.06,6.69,22.84,25.51,69.54,845,200.25,68.69,Valid
548,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 19:00,54.69,6.73,22.37,22.7,74.26,150,195.53,67.62,Valid
549,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 20:00,54.64,6.63,22.53,19.53,75.86,5,190.77,68.86,Valid
550,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 21:00,52.75,6.65,21.96,19.35,75.8,8,191.54,68.66,Valid
551,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 22:00,53.48,6.64,22.29,18.98,75.91,3,190.13,65.7,Valid
552,ESP32-FARM-01,Ideal_Growth_Field,23-01-2026 23:00,53.28,6.75,22.09,19.52,72.88,13,194.06,67.03,Valid
553,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 00:00,51.32,6.68,21.92,19.97,72.81,4,192.39,69.39,Valid
554,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 01:00,52.44,6.64,21.91,19.64,75.44,24,195.55,69.27,Valid
555,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 02:00,53.17,6.65,21.77,19.88,75.29,2,194.4,69.26,Valid
556,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 03:00,52.32,6.67,21.9,19.91,75.63,22,196.93,68.2,Valid
557,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 04:00,53.52,6.73,22.01,20.11,75.3,3,193.43,70.25,Valid
558,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 05:00,54.97,6.7,22.56,23.25,76.94,150,201.32,67.11,Valid
559,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 06:00,54.94,6.66,23.4,25.32,69.87,845,201.44,70.07,Valid
560,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 07:00,53.94,6.61,24.22,26.58,68.2,1648,202.39,67.75,Valid
561,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 08:00,54.93,6.62,25.84,28.82,63.12,2369,212.32,69.05,Valid
562,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 09:00,51.95,6.64,27.67,30.13,59.99,2970,213.69,69.32,Valid
563,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 10:00,54.65,6.56,26.94,31.43,57.77,3423,216.76,65.98,Valid
564,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 11:00,53.61,6.66,28.02,31.79,58.48,3704,216.27,69.47,Valid
565,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 12:00,54.72,6.63,28.19,32.58,58.09,3800,223.48,65.35,Valid
566,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 13:00,55.07,6.7,27.36,31.91,60.3,3704,215.36,69.73,Valid
567,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 14:00,55.9,6.56,27.6,30.89,59.1,3423,215.38,68.51,Valid
568,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 15:00,55.4,6.62,26.81,30.03,59.41,2970,215.19,68.3,Valid
569,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 16:00,54.7,6.72,25.67,27.95,61.99,2369,210.38,68.37,Valid
570,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 17:00,54.61,6.66,24.63,26.87,68.19,1648,203.57,68.24,Valid
571,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 18:00,53.38,6.64,22.39,24.78,71.17,845,200.24,67.24,Valid
572,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 19:00,55.9,6.64,21.75,23.41,76.14,150,199.8,66.27,Valid
573,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 20:00,54.13,6.65,22.35,20.05,74.04,2,193.82,70.28,Valid
574,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 21:00,54.58,6.62,22.17,20.13,75.03,3,193.07,68.19,Valid
575,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 22:00,53.89,6.68,22.48,20.2,74.71,17,199.99,65.62,Valid
576,ESP32-FARM-01,Ideal_Growth_Field,24-01-2026 23:00,54.05,6.69,21.82,19.18,75.17,14,194.85,67.78,Valid
577,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 00:00,54.28,6.58,22.04,20.56,73.39,23,195.79,67.2,Valid
578,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 01:00,53.79,6.68,21.63,20.28,75.67,15,196.45,69.08,Valid
579,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 02:00,54.53,6.63,21.74,20.15,75.22,19,193.5,68.05,Valid
580,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 03:00,54.14,6.67,22.02,19.68,76.81,12,192.16,68.7,Valid
581,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 04:00,53.74,6.67,21.85,20.14,74.61,21,188.66,67.72,Valid
582,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 05:00,53.98,6.69,22.08,23.79,73.55,150,193.02,68.58,Valid
583,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 06:00,54.37,6.62,23.7,25.32,70.65,845,203.13,69.14,Valid
584,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 07:00,56.02,6.65,24.65,26.54,66.38,1648,206.17,68.58,Valid
585,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 08:00,54.64,6.67,26.21,28.97,64.32,2369,211.03,69.69,Valid
586,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 09:00,55,6.7,26.92,29.59,61.44,2970,213.5,67.08,Valid
587,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 10:00,53.52,6.71,28.02,31.5,59.78,3423,224.28,67.37,Valid
588,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 11:00,55.38,6.72,27.5,31.76,59.14,3704,220.54,69.46,Valid
589,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 12:00,55.99,6.61,28.31,32.37,56.45,3800,221.13,69.37,Valid
590,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 13:00,56.25,6.64,27.88,32.28,58.27,3704,222.27,67.11,Valid
591,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 14:00,55.79,6.64,27.78,31.02,57.92,3423,220.19,68.11,Valid
592,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 15:00,56.32,6.67,27.04,30.59,59.09,2970,218.21,66.24,Valid
593,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 16:00,54.75,6.64,25.91,28.27,63.42,2369,210.51,67.25,Valid
594,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 17:00,54.74,6.62,24.48,27.32,66.78,1648,205.37,69.69,Valid
595,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 18:00,54.59,6.69,23.26,25.24,69.54,845,205.3,64.64,Valid
596,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 19:00,55.84,6.7,21.9,23.12,75.58,150,194.14,69.46,Valid
597,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 20:00,54.63,6.65,22.3,20.19,74.57,13,193.66,70.22,Valid
598,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 21:00,54.9,6.58,22.21,19.81,73.37,3,198.89,66.5,Valid
599,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 22:00,54.16,6.73,22.34,19.96,76.4,9,196.56,67.49,Valid
600,ESP32-FARM-01,Ideal_Growth_Field,25-01-2026 23:00,53.46,6.69,21.77,20.07,74.1,12,192.19,65.86,Valid
601,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 00:00,52.33,6.72,21.72,20.46,74.9,7,191.57,67.08,Valid
602,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 01:00,52.31,6.63,22.03,20.02,76.4,18,193.7,69.78,Valid
603,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 02:00,52.26,6.71,21.7,19.05,75.14,4,198.52,71.25,Valid
604,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 03:00,53.31,6.65,22.26,19.8,75.92,5,197.57,67.55,Valid
605,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 04:00,54.07,6.64,22.05,19.88,74.95,19,192.21,68.44,Valid
606,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 05:00,53.58,6.69,22.31,23.01,75.64,150,194.58,69.99,Valid
607,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 06:00,53.35,6.62,23.46,25.23,71.71,845,195.63,65.96,Valid
608,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 07:00,54.28,6.64,24.26,27.22,68.69,1648,206.82,67.49,Valid
609,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 08:00,55.02,6.63,25.55,28.69,61.38,2369,213.47,68.16,Valid
610,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 09:00,54.78,6.62,26.16,30.04,61.45,2970,211.39,66.32,Valid
611,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 10:00,55.52,6.66,26.95,31.31,58.11,3423,218.22,67.46,Valid
612,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 11:00,55.19,6.73,27.56,31.31,57.42,3704,215.81,65.81,Valid
613,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 12:00,54.21,6.74,27.77,31.26,56.63,3800,216.65,67.28,Valid
614,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 13:00,54.53,6.63,27.62,31.64,55.31,3704,219.55,66.12,Valid
615,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 14:00,55.35,6.63,27.59,30.55,59.23,3423,209.46,69.5,Valid
616,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 15:00,56.43,6.67,26.31,29.48,59.47,2970,215.72,68.03,Valid
617,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 16:00,54.7,6.63,25.42,27.89,62.89,2369,208.4,66.97,Valid
618,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 17:00,55.83,6.69,24.92,26.27,68.47,1648,199.5,68.94,Valid
619,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 18:00,53.13,6.66,22.93,25.92,69.19,845,196.39,69.59,Valid
620,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 19:00,53.42,6.7,21.45,23.73,73.22,150,193.58,69.88,Valid
621,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 20:00,55.78,6.61,21.59,19.79,74.94,20,193.39,64.43,Valid
622,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 21:00,54.71,6.63,22.24,20.54,75.36,0,193.26,69.5,Valid
623,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 22:00,54.07,6.68,22.4,20.73,76.66,19,187.97,67.78,Valid
624,ESP32-FARM-01,Ideal_Growth_Field,26-01-2026 23:00,53.24,6.63,21.89,20.77,72.63,22,194.26,65.77,Valid
625,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 00:00,52.48,6.65,22.08,20.24,75.57,13,194.58,68.07,Valid
626,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 01:00,52.79,6.54,22.04,20.21,75.67,6,200.09,69.49,Valid
627,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 02:00,51.88,6.68,22.16,20.16,74.83,21,194.77,64.5,Valid
628,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 03:00,54.61,6.57,21.97,20.55,74.02,10,191.34,67.34,Valid
629,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 04:00,54.41,6.74,21.78,19.77,75.16,22,196.03,68.11,Valid
630,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 05:00,55.53,6.66,22.36,23.1,76.16,150,190.77,66.55,Valid
631,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 06:00,52.98,6.68,23.23,24.26,73.44,845,196.99,67.75,Valid
632,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 07:00,55.61,6.64,24.93,26.3,69.49,1648,209,71.55,Valid
633,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 08:00,53.77,6.58,25.73,28.41,63.48,2369,212.69,68.7,Valid
634,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 09:00,54.91,6.72,26.95,29.33,60.21,2970,216.99,70.22,Valid
635,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 10:00,55.49,6.64,27.63,30.39,57.35,3423,216.4,66.09,Valid
636,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 11:00,54.81,6.64,27.4,31.3,57.19,3704,223.52,68.97,Valid
637,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 12:00,54.96,6.64,28.07,31.42,56.51,3800,222.53,67.86,Valid
638,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 13:00,55.39,6.68,27.54,31.64,56.1,3704,223.94,69.19,Valid
639,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 14:00,53.64,6.64,27.02,31.43,58.68,3423,220.63,68.43,Valid
640,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 15:00,54.86,6.6,26.83,29.9,60.37,2970,214.06,69.17,Valid
641,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 16:00,54.66,6.66,25.85,29.06,64.48,2369,212.85,68.82,Valid
642,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 17:00,55.13,6.65,25.22,26.95,67.35,1648,203.95,65.74,Valid
643,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 18:00,54.22,6.73,23.5,24.66,69.09,845,198.77,69.98,Valid
644,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 19:00,54.98,6.73,21.76,23.53,72.98,150,191.47,67.52,Valid
645,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 20:00,52.45,6.67,22.44,20.1,75.69,21,198.88,64.06,Valid
646,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 21:00,54.43,6.69,22.04,19.87,76.65,13,195.1,67.8,Valid
647,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 22:00,53.92,6.67,22.12,20.45,74.59,17,194.3,69.02,Valid
648,ESP32-FARM-01,Ideal_Growth_Field,27-01-2026 23:00,52.51,6.59,22.47,20.42,76.31,6,192.52,69.23,Valid
649,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 00:00,51.69,6.62,21.9,19.17,74.2,21,193.1,69.35,Valid
650,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 01:00,51.77,6.58,21.85,20.4,75.47,1,193.89,68.92,Valid
651,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 02:00,53.38,6.63,22.06,19.7,72.46,4,200.75,70.08,Valid
652,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 03:00,54.75,6.72,21.76,19.75,76.03,20,199.64,68.12,Valid
653,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 04:00,54.25,6.58,22.25,19.5,72.2,13,200.51,68.97,Valid
654,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 05:00,53.44,6.55,22.17,22.94,73.82,150,200.16,67.36,Valid
655,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 06:00,53.9,6.58,23.5,25.46,69.12,845,199.15,66.18,Valid
656,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 07:00,54.64,6.61,24.48,26.2,66.6,1648,203.98,69.32,Valid
657,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 08:00,54.6,6.66,25.55,29.34,65.07,2369,205.03,65.88,Valid
658,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 09:00,53.62,6.62,27.18,29.78,60.15,2970,216.5,66.9,Valid
659,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 10:00,54.15,6.68,27.02,31.43,59.52,3423,221.16,67.25,Valid
660,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 11:00,55.68,6.66,27.75,31.85,57.12,3704,223.53,67.35,Valid
661,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 12:00,54.84,6.72,28.16,31.66,55,3800,217.71,71.5,Valid
662,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 13:00,55.98,6.57,27.76,31,58.06,3704,215.54,66.58,Valid
663,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 14:00,54.94,6.62,27.76,31.01,60.67,3423,214.35,67.18,Valid
664,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 15:00,55.57,6.64,27.11,30.41,60.1,2970,216.76,66.31,Valid
665,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 16:00,54.31,6.69,25.21,28.15,67.84,2369,206.55,67.77,Valid
666,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 17:00,54.64,6.68,24.66,27.28,67.8,1648,204.5,68.4,Valid
667,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 18:00,55.74,6.67,23.11,24.08,71.22,845,201.35,67.77,Valid
668,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 19:00,54.7,6.66,22.55,23.25,75.03,150,201.58,66.5,Valid
669,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 20:00,53.75,6.68,22.02,20.69,74.53,22,200.38,68.93,Valid
670,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 21:00,54.39,6.64,21.75,20.56,74.84,6,191.94,69.08,Valid
671,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 22:00,53.3,6.62,22.26,19.88,75.5,16,193.22,66.85,Valid
672,ESP32-FARM-01,Ideal_Growth_Field,28-01-2026 23:00,52.94,6.67,22.8,20.17,74.54,2,194.52,66.8,Valid
673,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 00:00,52.53,6.61,22.58,19.73,76.3,0,195.59,68.44,Valid
674,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 01:00,53.09,6.65,22.46,19.96,75.49,15,190.46,67.48,Valid
675,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 02:00,53.22,6.65,22.33,20.07,76.02,5,195.91,67.59,Valid
676,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 03:00,52.42,6.71,22,19.84,75.45,18,195.36,68.59,Valid
677,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 04:00,55.54,6.63,21.59,20.03,74.68,21,197.87,67.12,Valid
678,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 05:00,54.82,6.68,22.12,23.9,73.47,150,199.27,67.55,Valid
679,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 06:00,55.32,6.7,23.51,25.02,73.58,845,200.33,65.93,Valid
680,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 07:00,53.7,6.66,25.08,26.93,66.69,1648,209.07,70.56,Valid
681,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 08:00,54.72,6.61,25.17,28.74,63.85,2369,215.74,67.69,Valid
682,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 09:00,55.25,6.7,26.32,29.8,61.83,2970,212.64,66.37,Valid
683,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 10:00,53.94,6.63,27.51,31.38,56.71,3423,218.04,70.48,Valid
684,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 11:00,54.8,6.64,28.06,31.97,57.99,3704,218.31,71.81,Valid
685,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 12:00,56.29,6.67,28.4,32.34,58.08,3800,219.72,65.81,Valid
686,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 13:00,55.12,6.7,27.48,31.72,56.38,3704,225.22,67.81,Valid
687,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 14:00,55.41,6.67,27.41,30.85,59.9,3423,218.51,66.52,Valid
688,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 15:00,54.07,6.66,26.29,30.17,63.34,2970,209.38,67.18,Valid
689,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 16:00,54.88,6.61,25.67,28.42,62.04,2369,218.34,67.83,Valid
690,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 17:00,55.01,6.63,24.91,26.86,68.71,1648,201.93,67.29,Valid
691,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 18:00,52.58,6.64,23.46,24.56,71.31,845,199.44,68.52,Valid
692,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 19:00,56.22,6.63,21.46,23.78,75.55,150,193.98,66.85,Valid
693,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 20:00,53.59,6.63,22.23,20.05,74.3,18,199.07,67.3,Valid
694,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 21:00,54.2,6.61,21.74,20.13,75.11,7,191.53,65.89,Valid
695,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 22:00,53.28,6.64,22.19,20.3,74.81,24,190.65,68.78,Valid
696,ESP32-FARM-01,Ideal_Growth_Field,29-01-2026 23:00,53.3,6.67,21.94,20.33,75.02,12,198.28,70.31,Valid
697,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 00:00,52.54,6.58,22.18,19.83,75.54,2,192.64,66.14,Valid
698,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 01:00,52.94,6.68,22.1,19.45,74.87,13,197.08,68.82,Valid
699,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 02:00,53.42,6.69,22.31,19.46,74.8,14,193.34,65.5,Valid
700,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 03:00,53.26,6.7,22.18,20.37,76.2,17,194.88,67.62,Valid
701,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 04:00,54.21,6.63,21.99,20.41,74.19,17,194.47,69.6,Valid
702,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 05:00,53.18,6.67,22.13,23.35,76.28,150,196.55,69.55,Valid
703,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 06:00,54.63,6.52,22.76,25.37,71.06,845,199.18,68.91,Valid
704,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 07:00,54.5,6.71,24.67,26.92,67.71,1648,205.1,68.88,Valid
705,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 08:00,55.93,6.7,26.3,29.2,62.92,2369,208,66.25,Valid
706,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 09:00,55.28,6.68,27.07,30.32,63.32,2970,212.25,67.47,Valid
707,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 10:00,54.6,6.72,27.29,31.1,60.13,3423,213.14,67.9,Valid
708,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 11:00,54.78,6.69,28.05,31.03,56.62,3704,218.67,68.3,Valid
709,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 12:00,54.59,6.66,28.39,32.12,55.14,3800,222.55,67.47,Valid
710,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 13:00,54.16,6.67,28.22,32.3,55.78,3704,224.93,67.44,Valid
711,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 14:00,53.13,6.59,28.02,30.88,60.12,3423,216.04,64.25,Valid
712,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 15:00,56.52,6.69,26.43,29.35,61.03,2970,217.35,67.36,Valid
713,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 16:00,54.52,6.71,25.89,28.46,63.89,2369,213.06,67.76,Valid
714,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 17:00,54.92,6.68,24.46,27.89,66.02,1648,207.01,66.04,Valid
715,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 18:00,54.87,6.61,22.79,25,71.56,845,209.76,67.26,Valid
716,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 19:00,55.12,6.66,22.19,23.68,72.65,150,202.01,68.91,Valid
717,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 20:00,53.13,6.67,21.52,20.62,73.91,10,198.11,68.42,Valid
718,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 21:00,53.8,6.65,21.67,20.15,75.23,7,193.68,72.9,Valid
719,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 22:00,54.82,6.72,22.24,19.09,73.65,17,190.23,69.03,Valid
720,ESP32-FARM-01,Ideal_Growth_Field,30-01-2026 23:00,53.49,6.63,21.71,19.97,74.59,23,189.93,67.77,Valid
721,ESP32-FARM-01,Ideal_Growth_Field,31-01-2026 00:00,52.26,6.62,21.3,19.56,75.94,14,194.74,68.46,Valid
722,ESP32-FARM-01,Ideal_Growth_Field,31-01-2026 01:00,54.21,6.61,21.71,20.41,74.72,19,191.64,69.8,Valid
