Record_ID,Soil_pH_Level,Soil_Nitrogen_mg_per_kg
1360,6.58,68.9
1361,6.67,66.46
1362,6.64,69.49
1363,6.67,66.59
1364,6.66,67.51
1365,6.6,68.89
1366,6.69,66.74
1367,6.64,69.6
1368,6.7,66.53
1369,6.61,65.79
1370,6.63,68.45
1371,6.56,69.82
1372,6.63,68.5
1373,6.58,69.39
1374,6.63,67.18
1375,6.66,68.22
1376,6.67,69.26
1377,6.68,69.61
1378,6.62,65.2
1379,6.66,68.15
1380,6.6,70.24
1381,6.62,68.87
1382,6.69,69.72
1383,6.67,67.95
1384,6.58,67.54
1385,6.69,67.25
1386,6.65,68.82
1387,6.68,67.78
1388,6.69,68.18
1389,6.66,66.13
1390,6.68,71.26
1391,6.63,68.16
1392,6.62,69.02
1393,6.63,68.87
1394,6.65,68.31
1395,6.7,67.87
1396,6.62,67.48
1397,6.54,69.8
1398,6.71,68.81
1399,6.67,69
1400,6.69,68.44
1401,6.65,66.61
1402,6.65,68.43
1403,6.71,68.03
1404,6.55,70.49
1405,6.68,69.06
1406,6.65,64.21
1407,6.63,66.82
1408,6.63,70.26
1409,6.69,69.76
1410,6.63,68.6
1411,6.65,69.48
1412,6.63,66.92
1413,6.64,68.5
1414,6.67,67.68
1415,6.61,68.16
1416,6.64,70.47
1417,6.7,67.48
1418,6.59,65.56
1419,6.67,66.25
1420,6.66,67.36
1421,6.65,67.68
1422,6.67,66.95
1423,6.67,67.84
1424,6.62,67.29
1425,6.62,68.09
1426,6.64,68.82
1427,6.69,69.83
1428,6.67,71.08
1429,6.57,65.8
1430,6.67,70.33
1431,6.7,66.32
1432,6.63,67.46
1433,6.6,68.21
1434,6.61,65.53
1435,6.71,64.68
1436,6.66,68.36
1437,6.73,67.55
1438,6.67,68.92
1439,6.7,65.74
1440,6.64,68.4
1441,6.56,67.78
1442,6.64,68.56
1443,6.68,66.5
1444,6.57,67.33
1445,6.64,66.74
1446,6.65,66.62
1447,6.6,66.92
1448,6.65,69.75
1449,6.68,68.75
1450,6.68,69.24
1451,6.69,66.64
1452,6.63,68.43
1453,6.62,67.31
1454,6.55,66.91
1455,6.58,66.4
1456,6.56,69.49
1457,6.68,70.08
1458,6.63,66.58
1459,6.65,69.76
1460,6.73,68.04
1461,6.59,67.13
1462,6.66,67.29
1463,6.58,68.21
1464,6.64,69.84
1465,6.68,68.43
1466,6.68,66.81
1467,6.65,68.24
1468,6.63,64.41
1469,6.63,68.62
1470,6.68,69
1471,6.64,69.03
1472,6.67,69.34
1473,6.67,66.94
1474,6.63,65.46
1475,6.7,66.09
1476,6.61,67.06
1477,6.69,69.09
1478,6.69,65.65
1479,6.58,67.24
1480,6.69,68.05
1481,6.65,67.12
1482,6.69,65.89
1483,6.62,70.25
1484,6.61,66.13
1485,6.66,68.5
1486,6.67,70.75
1487,6.67,68.05
1488,6.66,68.82
1489,6.64,67.74
1490,6.67,66.3
1491,6.61,67.55
1492,6.64,69.88
1493,6.69,71.84
1494,6.59,65.99
1495,6.67,69.9
1496,6.68,67.05
1497,6.58,69.11
1498,6.62,67.05
1499,6.65,67.26
1500,6.64,67.94
1501,6.74,67.14
1502,6.62,67.48
1503,6.58,67.52
1504,6.68,65.98
1505,6.69,69.72
1506,6.65,67.73
1507,6.65,65.3
1508,6.61,65.45
1509,6.65,68.23
1510,6.62,67.05
1511,6.7,66.82
1512,6.64,65.4
1513,6.65,66.78
1514,6.66,64.93
1515,6.63,66.21
1516,6.61,69.87
1517,6.56,68.62
1518,6.61,66.49
1519,6.67,67.32
1520,6.65,69.5
1521,6.65,69.95
1522,6.66,68.9
1523,6.61,64.26
1524,6.64,67.73
1525,6.65,67.14
1526,6.63,70
1527,6.6,67.18
1528,6.64,67.77
1529,6.73,66.87
1530,6.63,69.83
1531,6.65,67.7
1532,6.7,68.67
1533,6.63,67.76
1534,6.65,66.28
1535,6.69,67.93
1536,6.68,70.43
1537,6.61,68.4
1538,6.69,69.01
1539,6.59,65.46
1540,6.67,68.93
1541,6.61,68.51
1542,6.67,68.25
1543,6.64,66.53
1544,6.7,67.71
1545,6.66,68.76
1546,6.63,67.7
1547,6.65,67.4
1548,6.6,66.15
1549,6.67,71.57
1550,6.72,67.54
1551,6.64,68.85
1552,6.55,67.46
1553,6.63,68.92
1554,6.66,66.97
1555,6.7,66.68
1556,6.62,67.66
1557,6.67,68.44
1558,6.71,67.1
1559,6.7,69.11
1560,6.66,66.45
1561,6.62,63.18
1562,6.73,69.45
1563,6.59,65
1564,6.67,68.96
1565,6.71,68.35
1566,6.69,69.31
1567,6.66,66.13
1568,6.68,66.29
1569,6.66,67.43
1570,6.63,67.86
1571,6.62,65.61
1572,6.67,68.33
1573,6.65,67.65
1574,6.65,68.68
1575,6.67,66.36
1576,6.73,68.63
1577,6.61,66.53
1578,6.71,69.78
1579,6.66,66.7
1580,6.65,67.24
1581,6.64,66.19
1582,6.62,69.48
1583,6.7,69.27
1584,6.61,66.51
1585,6.66,65.56
1586,6.63,70.44
1587,6.75,69.98
1588,6.65,68.16
1589,6.66,67.1
1590,6.69,65.31
1591,6.63,64.99
1592,6.69,67.79
1593,6.63,69.05
1594,6.71,65.24
1595,6.69,66.15
1596,6.63,66.75
1597,6.7,66.36
1598,6.66,71.1
1599,6.65,68.54
1600,6.65,67.71
1601,6.7,70.17
1602,6.65,68.06
1603,6.6,66.93
1604,6.6,67.85
1605,6.57,67.97
1606,6.66,69.8
1607,6.58,69.77
1608,6.68,69.04
1609,6.65,67.79
1610,6.58,67.73
1611,6.64,67.93
1612,6.67,67.94
1613,6.74,68.56
1614,6.71,69.13
1615,6.69,68.6
1616,6.69,70.97
1617,6.66,65.12
1618,6.64,67.47
1619,6.68,69.64
1620,6.64,67.52
1621,6.65,66.83
1622,6.71,67.7
1623,6.63,66.67
1624,6.71,68.24
1625,6.61,65.5
1626,6.68,67.88
1627,6.66,68.8
1628,6.57,68.03
1629,6.67,67.19
1630,6.64,68.37
1631,6.64,68.14
1632,6.64,66.78
1633,6.64,69.28
1634,6.65,65.49
1635,6.7,69.89
1636,6.63,70.02
1637,6.72,68.62
1638,6.65,67.27
1639,6.66,71.28
1640,6.68,67.7
1641,6.68,70.56
1642,6.63,68.73
1643,6.62,67.62
1644,6.61,68.09
1645,6.71,68.66
1646,6.68,68.96
1647,6.62,65.9
1648,6.64,69.7
1649,6.66,65.38
1650,6.64,68.74
1651,6.65,68.46
1652,6.65,66.13
1653,6.71,69.85
1654,6.65,68.79
1655,6.61,66.76
1656,6.71,70.17
1657,6.69,65.96
1658,6.71,66.65
1659,6.63,70.28
1660,6.61,66.3
1661,6.59,66.53
1662,6.66,69.33
1663,6.7,67.89
1664,6.69,68.11
1665,6.64,69.23
1666,6.61,68.72
1667,6.67,67.82
1668,6.67,65.34
1669,6.65,68.82
1670,6.64,70.51
1671,6.7,66.99
1672,6.64,68.46
1673,6.64,66.69
1674,6.66,66.71
1675,6.7,67.33
1676,6.68,69.4
1677,6.64,68.49
1678,6.74,70.7
1679,6.59,65.9
1680,6.7,66.54
1681,6.62,69.19
1682,6.7,68.58
1683,6.69,65.12
1684,6.71,65.56
1685,6.71,70.29
1686,6.65,67.37
1687,6.61,69.06
1688,6.65,67.86
1689,6.7,69.26
1690,6.66,70.48
1691,6.61,65.89
1692,6.65,70.05
1693,6.69,68.99
1694,6.67,68.22
1695,6.67,68.52
1696,6.66,64.55
1697,6.66,67.83
1698,6.69,67.85
1699,6.68,68.57
1700,6.67,67.72
1701,6.7,68.96
1702,6.69,68.39
1703,6.65,69.89
1704,6.62,70.13
1705,6.71,62.67
1706,6.61,67.99
1707,6.64,66.78
1708,6.72,66.83
1709,6.68,67.39
1710,6.67,67.66
1711,6.62,67.79
1712,6.66,68.52
1713,6.63,66.66
1714,6.73,66.46
1715,6.63,66.29
1716,6.61,68.23
1717,6.63,66.45
1718,6.62,67.77
1719,6.6,66.7
1720,6.64,65.47
1721,6.66,66.19
1722,6.63,66.07
1723,6.69,71.13
1724,6.65,66.65
1725,6.64,68.73
1726,6.66,67.55
1727,6.69,67.84
1728,6.7,68.01
1729,6.67,68.66
1730,6.77,67.65
1731,6.61,67.6
1732,6.64,69.82
1733,6.66,66.91
1734,6.69,66.94
1735,6.71,70.25
1736,6.65,68.99
1737,6.71,66.53
1738,6.61,67.09
1739,6.58,67.31
1740,6.62,66.39
1741,6.62,66.73
1742,6.73,68.36
1743,6.65,67.67
1744,6.61,69.47
1745,6.68,69.63
1746,6.63,66.49
1747,6.64,68.23
1748,6.67,69.5
1749,6.64,69.89
1750,6.6,67.33
1751,6.61,67.39
1752,6.58,67.23
1753,6.69,69.15
1754,6.71,67.42
1755,6.61,67.71
1756,6.67,67.22
1757,6.64,65.99
1758,6.65,67.83
1759,6.61,69.43
1760,6.63,67.29
1761,6.58,69.43
1762,6.73,66.47
1763,6.63,68.98
1764,6.62,66.75
1765,6.59,68.31
1766,6.65,67.42
1767,6.59,67.93
1768,6.59,67.49
1769,6.63,66.52
1770,6.69,67.61
1771,6.64,66.46
1772,6.62,68.76
1773,6.62,66.12
1774,6.63,68.5
1775,6.68,66.28
1776,6.65,67.44
1777,6.66,69.9
1778,6.63,69.95
1779,6.61,68.72
1780,6.68,68.71
1781,6.59,69.36
1782,6.66,69.43
1783,6.58,68.61
1784,6.67,67.12
1785,6.65,68.43
1786,6.62,69.03
1787,6.63,71.01
1788,6.66,68.89
1789,6.61,66.72
1790,6.6,71.63
1791,6.66,68.18
1792,6.67,72.38
1793,6.66,67.04
1794,6.65,67.88
1795,6.63,69.68
1796,6.63,68.65
1797,6.69,64.87
1798,6.68,69.2
1799,6.66,70.17
1800,6.65,66.32
1801,6.6,68.44
1802,6.65,68.94
1803,6.61,68.89
1804,6.63,69.74
1805,6.67,70.45
1806,6.66,68.9
1807,6.66,68.12
1808,6.55,68.93
1809,6.68,66.71
1810,6.69,66.18
1811,6.58,69.36
1812,6.66,68.06
1813,6.61,68.95
1814,6.63,65.05
1815,6.67,67.39
1816,6.67,68.33
1817,6.69,68.56
1818,6.69,71.97
1819,6.62,68.73
1820,6.74,66.83
1821,6.67,68.6
1822,6.7,68.82
1823,6.69,70.43
1824,6.64,69.33
1825,6.69,66.86
1826,6.64,64.48
1827,6.65,66.8
1828,6.71,68.91
1829,6.62,68.22
1830,6.63,69.87
1831,6.65,69.37
1832,6.6,67.54
1833,6.67,66.67
1834,6.59,66.39
1835,6.63,66.23
1836,6.66,70.02
1837,6.64,67.12
1838,6.73,66.41
1839,6.65,66.63
1840,6.68,67.4
1841,6.62,68.05
1842,6.63,69.05
1843,6.67,66.68
1844,6.65,69.83
1845,6.62,70.8
1846,6.72,69.52
1847,6.7,70.24
1848,6.61,68.41
1849,6.7,70.15
1850,6.6,68.04
1851,6.61,69.39
1852,6.72,67.4
1853,6.68,68.16
1854,6.6,65.88
1855,6.62,65.63
1856,6.72,67.42
1857,6.66,66.86
1858,6.67,67.69
1859,6.65,68.98
1860,6.61,66.87
1861,6.65,68.09
1862,6.62,69.83
1863,6.7,70.85
1864,6.68,66.67
1865,6.63,69.02
1866,6.7,67.37
1867,6.61,69.84
1868,6.71,62.81
1869,6.59,67.84
1870,6.63,67.33
1871,6.7,66.83
1872,6.58,67.18
1873,6.6,64.82
1874,6.6,69.27
1875,6.66,69.57
1876,6.68,66.81
1877,6.73,68.98
1878,6.69,65.64
1879,6.7,66.61
1880,6.68,67.83
1881,6.57,68.75
1882,6.66,65.89
1883,6.63,70.43
1884,6.64,68.44
1885,6.68,70.24
1886,6.65,69.45
1887,6.6,69.05
1888,6.63,69.56
1889,6.67,68.25
1890,6.62,68.31
1891,6.63,66.39
1892,6.64,67.01
1893,6.68,68.5
1894,6.64,66.78
1895,6.61,66.85
1896,6.65,66.2
1897,6.65,66.54
1898,6.6,67.76
1899,6.62,69.59
1900,6.59,68.03
1901,6.68,68.08
1902,6.58,69.18
1903,6.71,68.25
1904,6.61,67.2
1905,6.62,69.21
1906,6.6,68.95
1907,6.73,69.91
1908,6.66,67.85
1909,6.67,68.12
1910,6.66,65.98
1911,6.69,67.65
1912,6.66,69.54
1913,6.62,67.32
1914,6.62,68.64
1915,6.69,69.62
1916,6.66,71.35
1917,6.64,67.12
1918,6.64,64.8
1919,6.69,67.84
1920,6.7,68.35
1921,6.65,67.19
1922,6.68,67.92
1923,6.67,66.95
1924,6.65,69.62
1925,6.64,70.42
1926,6.66,67.45
1927,6.58,66.95
1928,6.68,66
1929,6.68,66.43
1930,6.75,68.98
1931,6.66,67.61
1932,6.73,67.84
1933,6.64,68.34
1934,6.7,68.5
1935,6.65,67.79
1936,6.62,67.05
1937,6.65,68.72
1938,6.72,71.97
1939,6.59,70.34
1940,6.6,64.4
1941,6.6,67.92
1942,6.63,68.38
1943,6.67,69.11
1944,6.64,66.92
1945,6.57,67.65
1946,6.7,68.44
1947,6.61,66.96
1948,6.68,66.63
1949,6.7,66.18
1950,6.65,69.65
1951,6.67,67.34
1952,6.67,67.32
1953,6.66,68.08
1954,6.7,69.64
1955,6.64,71.46
1956,6.6,66.76
1957,6.67,68.23
1958,6.7,67.33
1959,6.7,66.69
1960,6.66,69.52
1961,6.58,70.27
1962,6.65,66.93
1963,6.67,68.76
1964,6.62,68.79
1965,6.66,70.29
1966,6.71,66.42
1967,6.67,68.04
1968,6.66,69.26
1969,6.55,68.48
1970,6.71,68.05
1971,6.6,69.36
1972,6.58,67.14
1973,6.67,68
1974,6.54,65.11
1975,6.67,68.81
1976,6.64,67.21
1977,6.65,67.05
1978,6.63,69.15
1979,6.64,67.63
1980,6.57,67.62
1981,6.67,68.17
1982,6.6,70.89
1983,6.66,68.68
1984,6.71,65.55
1985,6.66,66.7
1986,6.67,70.8
1987,6.71,69.45
1988,6.59,68.97
1989,6.59,68.78
1990,6.73,67.35
1991,6.62,68.72
1992,6.68,68.14
1993,6.65,68.5
1994,6.66,67.9
1995,6.67,68.74
1996,6.69,68.13
1997,6.69,69.58
1998,6.63,67.35
1999,6.65,68.66
2000,6.66,68.8
2001,6.69,66.16
2002,6.67,67.59
2003,6.63,65.48
2004,6.62,67.98
2005,6.68,65.27
2006,6.64,67.25
2007,6.67,69.2
2008,6.6,68.3
2009,6.59,69.12
2010,6.65,68.59
2011,6.68,69.79
2012,6.66,68.61
2013,6.64,68.97
2014,6.66,68.22
2015,6.63,66.63
2016,6.62,66.3
2017,6.6,65.68
2018,6.75,68.22
2019,6.64,68.96
2020,6.66,68.48
2021,6.58,69.46
2022,6.69,69.33
2023,6.61,69.06
2024,6.67,64.38
2025,6.62,69.87
2026,6.69,67.11
2027,6.61,66.92
2028,6.73,67.69
2029,6.65,65.59
2030,6.68,69.23
2031,6.63,69.01
2032,6.64,65.12
2033,6.61,70.18
2034,6.71,68.43
2035,6.7,67.46
2036,6.68,67.33
2037,6.7,66.85
2038,6.61,66.47
2039,6.65,68.43
2040,6.62,67.83
2041,6.61,68.39
2042,6.73,67.4
2043,6.68,68.8
2044,6.68,69.34
2045,6.68,67.76
2046,6.67,64.55
2047,6.66,68.06
2048,6.69,66.48
2049,6.64,67.79
2050,6.58,66.99
2051,6.67,66.43
2052,6.76,67.07
2053,6.59,69.65
2054,6.61,71.46
2055,6.61,65
2056,6.6,67.69
2057,6.58,66.4
2058,6.66,71.25
2059,6.62,67.79
2060,6.66,66.29
2061,6.65,67.81
2062,6.61,68.4
2063,6.64,67.66
2064,6.68,69.03
2065,6.65,69.4
2066,6.7,69.55
2067,6.7,68.62
2068,6.59,68.49
2069,6.68,69.24
2070,6.7,69.05
2071,6.7,65.2
2072,6.63,67.38
2073,6.65,66.74
2074,6.72,69.2
2075,6.58,65.81
2076,6.67,67.81
2077,6.69,69.75
2078,6.69,68.18
2079,6.69,67.79
2080,6.7,69.94
2081,6.63,70.56
2082,6.74,70.42
2083,6.65,66.71
2084,6.71,69.68
2085,6.68,66.85
2086,6.67,66
2087,6.62,67.93
2088,6.62,66.22
2089,6.6,70.19
2090,6.65,67
2091,6.69,69.78
2092,6.66,67.64
2093,6.65,68.13
2094,6.63,68.05
2095,6.64,68.54
2096,6.62,70.63
2097,6.61,68.82
2098,6.63,65.99
2099,6.67,71.2
2100,6.7,67.65
2101,6.64,71.98
2102,6.73,65.21
2103,6.64,67.19
2104,6.6,66.15
2105,6.63,67.5
2106,6.67,67.37
2107,6.67,70.81
2108,6.63,66.86
2109,6.63,65.96
2110,6.57,70.22
2111,6.69,66.01
2112,6.63,66.66
2113,6.65,68.39
2114,6.61,68.8
2115,6.73,68.7
2116,6.62,68.53
2117,6.62,67.28
2118,6.63,67.24
2119,6.65,68.97
2120,6.61,70.22
2121,6.63,70.3
2122,6.62,67.03
2123,6.65,67.34
2124,6.58,67.1
2125,6.71,69.71
2126,6.64,69.26
2127,6.64,68.05
2128,6.62,66.01
2129,6.57,67.62
2130,6.65,64.61
2131,6.67,66.36
2132,6.7,68.26
2133,6.61,70.1
2134,6.65,69.28
2135,6.65,68.72
2136,6.69,67.48
2137,6.61,68.41
2138,6.65,68.02
2139,6.68,65.66
2140,6.61,68.41
2141,6.56,68.16
2142,6.68,64.48
2143,6.62,67.39
2144,6.67,67.16
2145,6.7,67.64
2146,6.64,66.89
2147,6.65,67.36
2148,6.65,69.97
2149,6.67,69.12
2150,6.69,64.6
2151,6.65,66.95
2152,6.57,68.08
2153,6.66,68.44
2154,6.66,68.54
2155,6.65,70.3
2156,6.74,70.32
2157,6.69,69.3
2158,6.61,67.34
2159,6.69,67.58
2160,6.65,66.48
